City_ID,City,,,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
421,tabou,,,1528905538,100,4.42,-7.36,80.86,9.78
422,koson,,,1528902000,19,39.04,65.59,89.6,9.17
423,burewala,,,1528905539,34,30.16,72.68,95.62,7.2
424,aksum,,,1528905539,94,14.12,38.72,61.15,3.4
425,iquitos,,,1528902000,74,-3.75,-73.25,84.2,4.7
426,bealanana,,,1528905541,53,-14.54,48.75,69.07,6.98
427,linqiong,,,1528902000,83,30.42,103.46,75.2,6.71
428,bonaventure,,,1528902000,32,48.04,-65.49,66.2,8.05
429,ostrovnoy,,,1528905546,82,68.05,39.51,36.58,18.28
430,narsaq,,,1528905000,43,60.91,-46.05,55.4,9.17
431,richards bay,,,1528905547,75,-28.77,32.06,68.53,1.72
432,antofagasta,,,1528902000,67,-23.65,-70.4,57.2,8.05
433,yeniseysk,,,1528905547,71,58.45,92.17,63.49,2.84
434,taguatinga,,,1528902000,36,-15.83,-48.06,78.8,5.82
435,port-gentil,,,1528902000,78,-0.72,8.78,82.4,16.11
436,yulara,,,1528902000,56,-25.24,130.99,41,4.7
437,adrar,,,1528902000,12,27.87,-0.29,109.4,11.41
438,samur,,,1528905549,84,41.83,48.49,71.23,13.13
439,chicla,,,1528905550,74,-11.71,-76.27,43.69,2.39
440,tombouctou,,,1528905550,18,16.77,-3.01,110.65,4.74
441,pyaozerskiy,,,1528905550,57,65.83,31.17,49,3.96
442,vagur,,,1528905550,97,61.47,-6.81,49.63,27.89
443,yar-sale,,,1528905551,89,66.83,70.83,36.22,14.81
444,ust-nera,,,1528905551,65,64.57,143.24,46.93,1.72
445,solnechnyy,,,1528905551,78,50.72,136.64,51.52,4.18
446,san patricio,,,1528905551,74,-26.98,-56.83,51.79,4.63
447,angoram,,,1528905555,100,-4.06,144.07,74.47,1.95
448,champerico,,,1528900860,94,16.38,-93.6,71.6,2.62
449,san policarpo,,,1528905556,100,12.18,125.51,78.43,7.76
450,port-cartier,,,1528902000,47,50.03,-66.88,55.4,16.11
451,tateyama,,,1528905556,100,36.66,137.31,49.45,1.95
452,mandalgovi,,,1528905556,35,45.76,106.27,62.59,6.64
453,bartica,,,1528902000,78,6.41,-58.62,82.4,9.17
454,bathsheba,,,1528902000,66,13.22,-59.52,86,25.28
455,bueu,,,1528903800,53,42.33,-8.79,71.6,16.11
456,chaltyr,,,1528905557,21,47.28,39.48,87.43,3.74
457,prince rupert,,,1528902000,93,54.32,-130.32,53.6,6.93
458,plouzane,,,1528903800,63,48.38,-4.62,66.2,8.05
459,belaya gora,,,1528905558,35,68.54,146.19,62.77,4.07
460,tongren,,,1528905558,85,27.72,109.18,67.9,1.95
461,narsimhapur,,,1528905558,78,17.14,74.26,76,9.22
462,sao joao da barra,,,1528902000,43,-21.64,-41.05,87.8,5.82
463,mamakan,,,1528905559,83,57.82,114.02,51.7,2.06
464,inirida,,,1528905559,84,3.87,-67.92,80.32,2.95
465,payo,,,1528905559,84,-3.75,103.64,77.98,4.74
466,san carlos de bariloche,,,1528902000,86,-41.13,-71.31,26.6,10.29
467,piacabucu,,,1528905560,57,-10.41,-36.43,84.37,15.48
468,auki,,,1528905560,55,12.18,6.51,94.81,1.61
469,ambon,,,1528903800,64,47.55,-2.56,69.8,8.05
470,bilibino,,,1528905560,60,68.06,166.44,52.33,1.95
471,jiangyou,,,1528905561,64,31.78,104.73,73.3,4.18
472,ambilobe,,,1528905561,44,-13.19,49.05,80.95,13.8
473,shebunino,,,1528905561,69,57.66,40.04,59.98,14.14
474,broome,,,1528903200,52,52.47,1.45,71.6,11.41
475,biedenkopf,,,1528903200,71,50.92,8.53,59,6.93
476,aquiraz,,,1528905600,52,-3.9,-38.39,87.8,19.46
477,karangasem,,,1528905563,100,-6.7,108.49,81.4,15.7
478,boca do acre,,,1528905563,77,-8.76,-67.39,83.56,2.84
479,la antigua,,,1528905564,94,6.72,-76.08,68.35,1.5
480,sibolga,,,1528905564,94,1.74,98.78,74.56,1.95
481,glebychevo,,,1528905564,46,60.44,28.72,60.79,4.63
482,campos altos,,,1528905564,62,-19.7,-46.17,79.69,6.42
483,santiago del estero,,,1528905565,49,-27.8,-64.26,52.33,6.2
484,banff,,,1528905565,36,51.18,-115.57,48.01,2.17
485,santa helena,,,1528905565,71,-2.23,-45.3,88.51,6.53
486,lewiston,,,1528901760,55,46.42,-117.02,64.4,4.7
487,bouna,,,1528905567,78,9.27,-3,89.86,4.18
488,upington,,,1528902000,19,-28.46,21.24,69.8,5.82
489,acaponeta,,,1528905567,100,22.49,-105.36,77.35,4.29
490,orito,,,1528905567,97,0.67,-76.88,70.42,2.73
491,vao,,,1528905567,45,59.1,26.19,62.95,5.41
492,nkhotakota,,,1528905568,74,-12.93,34.3,70.69,6.08
493,boyuibe,,,1528902000,47,-20.43,-63.28,55.4,5.82
494,necochea,,,1528905573,81,-38.55,-58.74,50.26,14.03
495,paitan,,,1528902000,78,23.49,113.78,77,11.18
496,claresholm,,,1528902000,31,50.02,-113.58,60.8,23.04
497,sabha,,,1528905575,10,27.03,14.43,112.45,9.66
498,northam,,,1528903200,77,51.04,-4.21,66.2,12.75
499,sarakhs,,,1528902000,37,36.54,61.16,82.4,6.93
500,moroni,,,1528905577,19,39.52,-111.59,70.69,3.06
501,nisia floresta,,,1528905600,51,-6.09,-35.21,86,24.16
502,yantarnyy,,,1528903800,72,54.87,19.94,64.4,6.71
503,banjar,,,1528905582,88,-7.37,108.54,71.5,3.62
504,khandyga,,,1528905583,47,62.65,135.58,54.85,6.2
505,heinola,,,1528903200,33,61.2,26.03,62.6,3.36
506,sept-iles,,,1528902000,47,50.2,-66.38,55.4,16.11
507,yenagoa,,,1528905584,80,4.92,6.26,81.94,11.01
508,pontianak,,,1528905585,99,-0.02,109.34,77.89,3.4
509,okha,,,1528905585,90,53.59,142.95,40.09,10.78
510,bismarck,,,1528905300,30,46.81,-100.78,71.6,12.75
511,dunedin,,,1528905434,100,-45.87,170.5,43.33,2.95
512,dabakala,,,1528905587,74,8.36,-4.43,88.78,4.52
513,pitelino,,,1528905589,66,54.58,41.81,69.7,11.23
514,egvekinot,,,1528905592,71,66.32,-179.17,37.3,2.51
515,melo,,,1528905592,78,-32.37,-54.17,50.08,22.08
516,mbeya,,,1528905593,40,-8.91,33.47,71.05,3.85
517,kochi,,,1528903800,94,9.96,76.25,77,2.24
518,notse,,,1528905594,76,6.95,1.17,86.62,8.77
519,amuntai,,,1528905596,88,-2.42,115.25,77.17,2.17
520,san juan,,,1528902000,100,14.6,121.03,77,10.29
521,rocha,,,1528905597,93,-34.48,-54.34,49.99,21.18
522,elizabeth city,,,1528904640,83,36.3,-76.22,78.8,12.75
523,narathiwat,,,1528902000,83,6.43,101.8,82.4,4.7
524,acari,,,1528905599,48,-6.44,-36.64,84.1,15.26
525,puerto carreno,,,1528902000,74,6.19,-67.49,84.2,3.36
526,troitskiy,,,1528903800,48,45.15,38.14,82.4,6.71
527,dhidhdhoo,,,1528905605,100,6.88,73.1,82.39,12.24
528,santa fe,,,1528905642,84,-31.62,-60.7,47.47,10.45
529,kuytun,,,1528905610,73,54.34,101.51,64.3,2.62
530,evans,,,1528904100,41,40.38,-104.69,78.8,3.36
531,sokoni,,,1528905646,37,-12.89,28.78,74.56,4.07
532,sovetskiy,,,1528905619,85,56.76,48.47,61.33,14.03
533,pagudpud,,,1528902000,100,18.56,120.79,77,13.87
534,southbridge,,,1528903440,82,42.08,-72.03,69.8,19.46
535,brazzaville,,,1528902000,55,-4.27,15.27,86,5.82
536,tutoia,,,1528902000,52,-2.76,-42.27,91.4,8.05
537,harlingen,,,1528902900,62,26.19,-97.7,89.6,10.29
538,calamar,,,1528905629,100,1.96,-72.65,70.87,2.95
539,road town,,,1528905600,66,18.42,-64.62,87.8,12.75
540,tabas,,,1528905630,11,33.6,56.92,94.27,6.98
541,shieli,,,1528905630,41,44.18,66.74,67.27,14.81
542,scalea,,,1528905631,100,39.82,15.79,70.06,5.3
543,san andres,,,1528905632,100,13.32,122.68,83.47,22.64
544,muisne,,,1528905633,84,0.61,-80.02,76.9,4.63
545,ati,,,1528905633,25,13.21,18.34,104.53,4.97
546,san luis,,,1528905472,53,-33.3,-66.34,42.43,2.62
